,gene,rep1,rep2,rep3,consist_num,Final_Cluster
445,B_Gene292,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP014
446,A_Gene274,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
447,A_Gene47,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
448,B_Gene328,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP018,2,DTW-K1-001-DPGP006
449,A_Gene309,DTW-K1-001-DPGP016,DTW-K1-001-DPGP016,DTW-K1-001-DPGP016,3,DTW-K1-001-DPGP016
450,B_Gene190,DTW-K1-001-DPGP003,DTW-K1-001-DPGP005,DTW-K1-001-DPGP013,1,
451,B_Gene173,DTW-K1-001-DPGP002,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,1,
452,A_Gene495,DTW-K1-001-DPGP011,DTW-K1-001-DPGP014,DTW-K1-001-DPGP016,1,
453,B_Gene75,DTW-K1-001-DPGP003,DTW-K1-001-DPGP003,DTW-K1-001-DPGP009,2,DTW-K1-001-DPGP003
454,A_Gene331,DTW-K1-001-DPGP003,DTW-K1-001-DPGP010,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP003
455,A_Gene235,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
456,B_Gene180,DTW-K1-001-DPGP003,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
457,B_Gene12,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP014
458,B_Gene234,DTW-K1-001-DPGP010,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,1,
459,A_Gene500,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
460,A_Gene61,DTW-K1-001-DPGP014,DTW-K1-001-DPGP009,DTW-K1-001-DPGP019,1,
461,A_Gene258,DTW-K1-001-DPGP001,DTW-K1-001-DPGP017,DTW-K1-001-DPGP019,1,
462,B_Gene128,DTW-K1-001-DPGP008,DTW-K1-001-DPGP016,DTW-K1-001-DPGP001,1,
463,A_Gene350,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,DTW-K1-001-DPGP010,1,
464,B_Gene321,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP001
465,A_Gene194,DTW-K1-001-DPGP001,DTW-K1-001-DPGP006,DTW-K1-001-DPGP002,1,
466,A_Gene12,DTW-K1-001-DPGP006,DTW-K1-001-DPGP015,DTW-K1-001-DPGP008,1,
467,A_Gene75,DTW-K1-001-DPGP006,DTW-K1-001-DPGP002,DTW-K1-001-DPGP008,1,
468,B_Gene419,DTW-K1-001-DPGP014,DTW-K1-001-DPGP008,DTW-K1-001-DPGP003,1,
469,A_Gene208,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,2,DTW-K1-001-DPGP006
470,B_Gene164,DTW-K1-001-DPGP006,DTW-K1-001-DPGP016,DTW-K1-001-DPGP003,1,
471,A_Gene168,DTW-K1-001-DPGP001,DTW-K1-001-DPGP013,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
472,A_Gene57,DTW-K1-001-DPGP019,DTW-K1-001-DPGP002,DTW-K1-001-DPGP015,1,
473,B_Gene481,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
474,A_Gene314,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP014
475,A_Gene453,DTW-K1-001-DPGP019,DTW-K1-001-DPGP010,DTW-K1-001-DPGP007,1,
476,A_Gene147,DTW-K1-001-DPGP002,DTW-K1-001-DPGP014,DTW-K1-001-DPGP019,1,
477,B_Gene218,DTW-K1-001-DPGP003,DTW-K1-001-DPGP016,DTW-K1-001-DPGP016,2,DTW-K1-001-DPGP016
478,A_Gene127,DTW-K1-001-DPGP004,DTW-K1-001-DPGP003,DTW-K1-001-DPGP001,1,
